match_id,team_1,team_2,league,date,winner,gamelength,firsttower_team,firstbaron_team
ESPORTSTMNT01_3297964,Immortals,Team Liquid,LCS,2023-02-03 01:03:52,Team Liquid,1595,Team Liquid,1
ESPORTSTMNT01_3298856,Cloud9,Counter Logic Gaming,LCS,2023-02-02 22:06:55,Cloud9,1586,Cloud9,0
ESPORTSTMNT01_3298877,Golden Guardians,FlyQuest,LCS,2023-02-02 22:58:08,FlyQuest,2290,FlyQuest,1
ESPORTSTMNT01_3298902,100 Thieves,Dignitas,LCS,2023-02-03 00:04:26,100 Thieves,1869,100 Thieves,0
ESPORTSTMNT01_3299893,Evil Geniuses,TSM,LCS,2023-02-03 01:56:52,Evil Geniuses,1649,Evil Geniuses,0
ESPORTSTMNT01_3300186,FlyQuest,Cloud9,LCS,2023-02-03 23:02:39,FlyQuest,1798,FlyQuest,0
ESPORTSTMNT01_3300211,Dignitas,Evil Geniuses,LCS,2023-02-03 23:54:33,Evil Geniuses,1614,Evil Geniuses,1
ESPORTSTMNT01_3301178,TSM,100 Thieves,LCS,2023-02-04 00:45:39,100 Thieves,1801,100 Thieves,1
ESPORTSTMNT01_3301190,Team Liquid,Golden Guardians,LCS,2023-02-04 01:34:41,Team Liquid,2407,Team Liquid,0
ESPORTSTMNT01_3301201,Counter Logic Gaming,Immortals,LCS,2023-02-04 02:34:45,Immortals,2186,Immortals,0
ESPORTSTMNT01_3307762,Cloud9,TSM,LCS,2023-02-09 22:07:17,Cloud9,2084,TSM,0
ESPORTSTMNT01_3308753,FlyQuest,Evil Geniuses,LCS,2023-02-09 23:11:39,FlyQuest,1951,FlyQuest,0
ESPORTSTMNT01_3308783,Team Liquid,100 Thieves,LCS,2023-02-10 00:10:32,100 Thieves,2269,Team Liquid,1
ESPORTSTMNT01_3308816,Counter Logic Gaming,Golden Guardians,LCS,2023-02-10 01:15:58,Golden Guardians,1596,Golden Guardians,1
ESPORTSTMNT01_3308842,Immortals,Dignitas,LCS,2023-02-10 02:06:02,Immortals,2370,Dignitas,0
ESPORTSTMNT01_3309516,Golden Guardians,Immortals,LCS,2023-02-11 02:03:27,Golden Guardians,1826,Golden Guardians,0
ESPORTSTMNT01_3310374,TSM,Counter Logic Gaming,LCS,2023-02-10 23:00:15,TSM,1978,TSM,0
